Date,Crew_ID,Crew_Count,Hours_Worked,Units_Installed,Fatigue_Score,Superintendent_Notes,Safety_Incident,Rework_Cost
2024-07-06,MEP-2,6,14,50,2,"Rain delay caused slip hazards, slowed down install.",0,0
2024-07-07,MEP-2,5,11,47,4,"Crew exhausted from overtime, morale is low.",0,2884
2024-07-08,MEP-2,8,12,49,6,"Rain delay caused slip hazards, slowed down install.",1,0
2024-07-09,MEP-2,7,8,106,5,"Ahead of schedule, inspection passed.",0,0
2024-07-10,MEP-2,6,8,87,5,"Crew size normal, steady pace.",0,0
2024-07-11,MEP-2,7,8,103,4,"Team is in good rhythm, no safety issues.",0,0
2024-07-12,MEP-2,8,10,67,6,Argument with sub trade over laydown area.,0,0
2024-07-13,MEP-2,5,8,94,6,"Standard progress, nothing to report.",0,0
2024-07-14,MEP-2,7,9,102,5,"Team is in good rhythm, no safety issues.",0,0
2024-07-15,MEP-2,6,10,84,5,"Weather overcast, work continuing.",0,0
2024-07-16,MEP-2,7,10,97,5,"Crew size normal, steady pace.",0,0
2024-07-17,MEP-2,6,8,95,5,"Standard progress, nothing to report.",0,0
2024-07-18,MEP-2,8,11,65,7,Argument with sub trade over laydown area.,1,687
2024-07-19,MEP-2,7,8,108,6,"Crew moving fast, materials arrived on time.",0,0
2024-07-20,MEP-2,8,9,108,5,"Ahead of schedule, inspection passed.",0,0
2024-07-21,MEP-2,8,9,100,4,"Ahead of schedule, inspection passed.",0,0
2024-07-22,MEP-2,6,8,83,4,"Crew size normal, steady pace.",0,0
2024-07-23,MEP-2,6,9,118,3,"Crew moving fast, materials arrived on time.",0,0
2024-07-24,MEP-2,7,9,82,3,"Safety talk held this morning, no incidents.",0,0
2024-07-25,MEP-2,5,9,100,2,"Team is in good rhythm, no safety issues.",0,0
2024-07-26,MEP-2,6,8,103,1,"Productive day, finished Zone A early.",0,0
2024-07-27,MEP-2,7,9,110,0,"Crew moving fast, materials arrived on time.",0,0
2024-07-28,MEP-2,6,9,82,0,Routine install in Zone B.,0,0
2024-07-29,MEP-2,7,11,47,2,"Waiting on RFI response, crew standing around.",0,0
2024-07-30,MEP-2,8,8,98,2,"Crew size normal, steady pace.",0,0
2024-07-31,MEP-2,7,13,56,4,Argument with sub trade over laydown area.,0,4290
2024-08-01,MEP-2,8,12,62,6,Argument with sub trade over laydown area.,0,0
2024-08-02,MEP-2,7,9,112,5,"Productive day, finished Zone A early.",0,0
2024-08-03,MEP-2,8,13,49,7,"Confusion on drawings for HVAC, had to stop work.",1,0
2024-08-04,MEP-2,5,10,94,7,"Standard progress, nothing to report.",0,0
2024-08-05,MEP-2,7,9,93,7,"Standard progress, nothing to report.",0,0
2024-08-06,MEP-2,5,11,59,9,"Rework needed on wall framing, incorrect specs.",0,1975
2024-08-07,MEP-2,5,9,115,8,"Productive day, finished Zone A early.",0,0
2024-08-08,MEP-2,7,14,70,10,"Material delivery late, caused bottleneck.",0,0
2024-08-09,MEP-2,7,8,95,10,"Weather overcast, work continuing.",0,0
2024-08-10,MEP-2,6,10,98,10,"Safety talk held this morning, no incidents.",0,0
2024-08-11,MEP-2,6,9,99,10,"Crew size normal, steady pace.",0,0
2024-08-12,MEP-2,5,8,92,10,"Safety talk held this morning, no incidents.",0,0
2024-08-13,MEP-2,6,9,98,10,"Weather overcast, work continuing.",0,0
2024-08-14,MEP-2,8,10,99,10,"Safety talk held this morning, no incidents.",0,0
2024-08-15,MEP-2,6,12,49,12,"Waiting on RFI response, crew standing around.",0,0
2024-08-16,MEP-2,5,10,84,12,"Standard progress, nothing to report.",0,0
2024-08-17,MEP-2,5,12,53,14,Argument with sub trade over laydown area.,0,3111
2024-08-18,MEP-2,5,8,100,14,"Crew size normal, steady pace.",0,0
2024-08-19,MEP-2,7,8,83,14,"Weather overcast, work continuing.",0,0
2024-08-20,MEP-2,6,9,112,13,"Productive day, finished Zone A early.",0,0
2024-08-21,MEP-2,5,9,118,12,"Crew moving fast, materials arrived on time.",0,0
2024-08-22,MEP-2,7,14,67,14,"Waiting on RFI response, crew standing around.",1,0
2024-08-23,MEP-2,7,8,100,13,"Productive day, finished Zone A early.",0,0
2024-08-24,MEP-2,8,8,112,12,"Ahead of schedule, inspection passed.",0,0
2024-08-25,MEP-2,5,8,110,11,"Team is in good rhythm, no safety issues.",0,0
2024-08-26,MEP-2,8,8,107,10,"Productive day, finished Zone A early.",0,0
2024-08-27,MEP-2,7,8,111,9,"Crew moving fast, materials arrived on time.",0,0
2024-08-28,MEP-2,5,9,100,9,"Standard progress, nothing to report.",0,0
2024-08-29,MEP-2,5,10,53,11,"Rain delay caused slip hazards, slowed down install.",0,4789
2024-08-30,MEP-2,7,8,91,11,"Standard progress, nothing to report.",0,0
2024-08-31,MEP-2,5,14,44,13,Argument with sub trade over laydown area.,0,0
2024-09-01,MEP-2,5,10,86,13,"Weather overcast, work continuing.",0,0
2024-09-02,MEP-2,6,9,100,12,"Ahead of schedule, inspection passed.",0,0
2024-09-03,MEP-2,7,8,108,11,"Ahead of schedule, inspection passed.",0,0
2024-09-04,MEP-2,8,10,97,11,"Crew size normal, steady pace.",0,0
2024-09-05,MEP-2,8,11,46,13,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-09-06,MEP-2,8,9,113,12,"Productive day, finished Zone A early.",0,0
2024-09-07,MEP-2,5,9,120,11,"Team is in good rhythm, no safety issues.",0,0
2024-09-08,MEP-2,6,8,116,10,"Team is in good rhythm, no safety issues.",0,0
2024-09-09,MEP-2,5,8,86,10,"Weather overcast, work continuing.",0,0
2024-09-10,MEP-2,6,9,101,9,"Ahead of schedule, inspection passed.",0,0
2024-09-11,MEP-2,5,9,83,9,Routine install in Zone B.,0,0
2024-09-12,MEP-2,6,9,108,8,"Ahead of schedule, inspection passed.",0,0
2024-09-13,MEP-2,8,8,110,7,"Ahead of schedule, inspection passed.",0,0
2024-09-14,MEP-2,5,8,96,7,"Safety talk held this morning, no incidents.",0,0
2024-09-15,MEP-2,6,8,108,6,"Team is in good rhythm, no safety issues.",0,0
2024-09-16,MEP-2,7,8,107,5,"Crew moving fast, materials arrived on time.",0,0
2024-09-17,MEP-2,7,8,103,4,"Productive day, finished Zone A early.",0,0
2024-09-18,MEP-2,7,11,58,6,"Rain delay caused slip hazards, slowed down install.",1,2119
2024-09-19,MEP-2,5,8,108,5,"Team is in good rhythm, no safety issues.",0,0
2024-09-20,MEP-2,8,8,115,4,"Great weather, slab pour went perfectly.",0,0
2024-09-21,MEP-2,6,8,117,3,"Productive day, finished Zone A early.",0,0
2024-09-22,MEP-2,8,8,111,2,"Ahead of schedule, inspection passed.",0,0
2024-09-23,MEP-2,5,11,59,4,"Crew exhausted from overtime, morale is low.",0,3282
2024-09-24,MEP-2,6,8,90,4,"Standard progress, nothing to report.",0,0
2024-09-25,MEP-2,6,9,116,3,"Productive day, finished Zone A early.",0,0
2024-09-26,MEP-2,5,14,46,5,"Material delivery late, caused bottleneck.",0,0
2024-09-27,MEP-2,7,9,112,4,"Productive day, finished Zone A early.",0,0
2024-09-28,MEP-2,8,10,54,6,"Material delivery late, caused bottleneck.",0,0
2024-09-29,MEP-2,8,9,106,5,"Team is in good rhythm, no safety issues.",0,0
2024-09-30,MEP-2,8,8,105,4,"Crew moving fast, materials arrived on time.",0,0
2024-10-01,MEP-2,5,9,117,3,"Great weather, slab pour went perfectly.",0,0
2024-10-02,MEP-2,7,10,62,5,Argument with sub trade over laydown area.,0,0
2024-10-03,MEP-2,6,8,87,5,"Weather overcast, work continuing.",0,0
2024-10-04,MEP-2,7,11,42,7,"Waiting on RFI response, crew standing around.",1,3826
2024-10-05,MEP-2,7,11,52,9,"Rain delay caused slip hazards, slowed down install.",1,2087
2024-10-06,MEP-2,6,9,113,8,"Productive day, finished Zone A early.",0,0
2024-10-07,MEP-2,8,8,110,7,"Great weather, slab pour went perfectly.",0,0
2024-10-08,MEP-2,5,14,67,9,"Crew exhausted from overtime, morale is low.",0,2100
2024-10-09,MEP-2,8,9,107,8,"Great weather, slab pour went perfectly.",0,0
2024-10-10,MEP-2,7,9,80,8,Routine install in Zone B.,0,0
2024-10-11,MEP-2,8,9,113,7,"Great weather, slab pour went perfectly.",0,0
2024-10-12,MEP-2,7,9,101,6,"Crew moving fast, materials arrived on time.",0,0
2024-10-13,MEP-2,5,8,90,6,"Safety talk held this morning, no incidents.",0,0
2024-10-14,MEP-2,5,8,120,5,"Great weather, slab pour went perfectly.",0,0
2024-10-15,MEP-2,7,8,109,4,"Team is in good rhythm, no safety issues.",0,0
2024-10-16,MEP-2,6,10,67,6,Argument with sub trade over laydown area.,0,0
2024-10-17,MEP-2,7,10,63,8,Argument with sub trade over laydown area.,0,1416
2024-10-18,MEP-2,5,8,102,7,"Crew moving fast, materials arrived on time.",0,0
2024-10-19,MEP-2,6,10,98,7,"Weather overcast, work continuing.",0,0
2024-10-20,MEP-2,5,9,116,6,"Productive day, finished Zone A early.",0,0
2024-10-21,MEP-2,8,12,48,8,"Crew exhausted from overtime, morale is low.",0,2481
2024-10-22,MEP-2,8,14,54,10,"Rain delay caused slip hazards, slowed down install.",0,0
2024-10-23,MEP-2,6,10,92,10,Routine install in Zone B.,0,0
2024-10-24,MEP-2,6,14,64,12,"Waiting on RFI response, crew standing around.",0,2459
2024-10-25,MEP-2,5,8,110,11,"Crew moving fast, materials arrived on time.",0,0
2024-10-26,MEP-2,6,9,114,10,"Great weather, slab pour went perfectly.",0,0
2024-10-27,MEP-2,8,9,88,10,"Weather overcast, work continuing.",0,0
2024-10-28,MEP-2,8,8,95,10,Routine install in Zone B.,0,0
2024-10-29,MEP-2,5,9,84,10,"Crew size normal, steady pace.",0,0
2024-10-30,MEP-2,7,12,40,12,"Confusion on drawings for HVAC, had to stop work.",0,4211
2024-10-31,MEP-2,8,8,115,11,"Crew moving fast, materials arrived on time.",0,0
2024-11-01,MEP-2,6,8,103,10,"Team is in good rhythm, no safety issues.",0,0
2024-11-02,MEP-2,6,9,101,9,"Ahead of schedule, inspection passed.",0,0
2024-11-03,MEP-2,5,8,85,9,Routine install in Zone B.,0,0
2024-11-04,MEP-2,7,8,116,8,"Team is in good rhythm, no safety issues.",0,0
2024-11-05,MEP-2,5,13,66,10,"Waiting on RFI response, crew standing around.",0,2929
2024-11-06,MEP-2,8,14,40,12,"Confusion on drawings for HVAC, had to stop work.",0,0
2024-11-07,MEP-2,6,14,54,14,"Rain delay caused slip hazards, slowed down install.",1,685
2024-11-08,MEP-2,7,8,119,13,"Crew moving fast, materials arrived on time.",0,0
2024-11-09,MEP-2,8,8,105,12,"Crew moving fast, materials arrived on time.",0,0
2024-11-10,MEP-2,6,14,51,14,"Material delivery late, caused bottleneck.",1,3427
2024-11-11,MEP-2,5,8,109,13,"Team is in good rhythm, no safety issues.",0,0
2024-11-12,MEP-2,6,9,106,12,"Crew moving fast, materials arrived on time.",0,0
2024-11-13,MEP-2,7,9,104,11,"Crew moving fast, materials arrived on time.",0,0
2024-11-14,MEP-2,5,9,92,11,"Crew size normal, steady pace.",0,0
2024-11-15,MEP-2,6,9,112,10,"Crew moving fast, materials arrived on time.",0,0
2024-11-16,MEP-2,7,9,109,9,"Team is in good rhythm, no safety issues.",0,0
2024-11-17,MEP-2,6,9,119,8,"Crew moving fast, materials arrived on time.",0,0
2024-11-18,MEP-2,5,8,117,7,"Crew moving fast, materials arrived on time.",0,0
2024-11-19,MEP-2,5,8,104,6,"Great weather, slab pour went perfectly.",0,0
2024-11-20,MEP-2,8,9,82,6,"Crew size normal, steady pace.",0,0
2024-11-21,MEP-2,7,14,48,8,"Material delivery late, caused bottleneck.",0,0
2024-11-22,MEP-2,8,8,99,8,"Crew size normal, steady pace.",0,0
2024-11-23,MEP-2,5,9,115,7,"Crew moving fast, materials arrived on time.",0,0
2024-11-24,MEP-2,7,10,84,7,"Crew size normal, steady pace.",0,0
2024-11-25,MEP-2,6,8,93,7,Routine install in Zone B.,0,0
2024-11-26,MEP-2,5,14,61,9,"Crew exhausted from overtime, morale is low.",0,666
2024-11-27,MEP-2,5,11,48,11,"Rain delay caused slip hazards, slowed down install.",1,2875
2024-11-28,MEP-2,5,14,44,13,Argument with sub trade over laydown area.,1,0
2024-11-29,MEP-2,8,8,114,12,"Team is in good rhythm, no safety issues.",0,0
2024-11-30,MEP-2,7,14,64,14,"Confusion on drawings for HVAC, had to stop work.",0,903
2024-12-01,MEP-2,6,8,109,13,"Team is in good rhythm, no safety issues.",0,0
2024-12-02,MEP-2,7,9,101,12,"Great weather, slab pour went perfectly.",0,0
2024-12-03,MEP-2,8,10,98,12,Routine install in Zone B.,0,0
2024-12-04,MEP-2,6,9,93,12,"Standard progress, nothing to report.",0,0
2024-12-05,MEP-2,7,8,101,11,"Ahead of schedule, inspection passed.",0,0
2024-12-06,MEP-2,6,8,109,10,"Great weather, slab pour went perfectly.",0,0
2024-12-07,MEP-2,7,9,105,9,"Team is in good rhythm, no safety issues.",0,0
2024-12-08,MEP-2,5,9,86,9,"Standard progress, nothing to report.",0,0
2024-12-09,MEP-2,8,9,112,8,"Crew moving fast, materials arrived on time.",0,0
2024-12-10,MEP-2,6,14,65,10,"Confusion on drawings for HVAC, had to stop work.",1,0
2024-12-11,MEP-2,7,11,53,12,"Confusion on drawings for HVAC, had to stop work.",1,2221
2024-12-12,MEP-2,6,8,97,12,Routine install in Zone B.,0,0
2024-12-13,MEP-2,7,12,47,14,"Rain delay caused slip hazards, slowed down install.",0,2009
2024-12-14,MEP-2,6,9,101,13,"Great weather, slab pour went perfectly.",0,0
2024-12-15,MEP-2,7,9,91,13,Routine install in Zone B.,0,0
2024-12-16,MEP-2,7,8,104,12,"Great weather, slab pour went perfectly.",0,0
2024-12-17,MEP-2,8,9,108,11,"Productive day, finished Zone A early.",0,0
2024-12-18,MEP-2,5,13,52,13,"Rain delay caused slip hazards, slowed down install.",0,0
2024-12-19,MEP-2,8,8,104,12,"Productive day, finished Zone A early.",0,0
2024-12-20,MEP-2,6,10,99,12,"Weather overcast, work continuing.",0,0
2024-12-21,MEP-2,8,8,109,11,"Productive day, finished Zone A early.",0,0
2024-12-22,MEP-2,8,10,56,13,"Confusion on drawings for HVAC, had to stop work.",1,2093
2024-12-23,MEP-2,5,9,103,12,"Productive day, finished Zone A early.",0,0
2024-12-24,MEP-2,6,13,50,14,"Rework needed on wall framing, incorrect specs.",1,0
2024-12-25,MEP-2,5,9,118,13,"Crew moving fast, materials arrived on time.",0,0
2024-12-26,MEP-2,7,10,91,13,"Crew size normal, steady pace.",0,0
2024-12-27,MEP-2,5,8,113,12,"Productive day, finished Zone A early.",0,0
2024-12-28,MEP-2,8,9,116,11,"Great weather, slab pour went perfectly.",0,0
2024-12-29,MEP-2,6,8,95,11,"Standard progress, nothing to report.",0,0
2024-12-30,MEP-2,5,9,109,10,"Productive day, finished Zone A early.",0,0
